PROGR;CODICE;DESCRIZIONE;;;TARIFFA
911;90.52.3;ANTICORPI ANTI MUSCOLO STRIATO (Cuore);L29;7,44;6,70
912;90.52.4;ANTICORPI ANTI NUCLEO (ANA);L29;9,66;9,56
913;90.52.5;ANTICORPI ANTI ORGANO;L29;14,51;13,71
914;90.53.1;ANTICORPI ANTI OVAIO;L29;7,44;7,37
915;90.53.2;ANTICORPI ANTI PIASTRINE;L49;42,81;42,81
916;90.53.3;ANTICORPI ANTI PIASTRINE IDENTIFICAZIONE;L49;88,21;88,21
917;90.53.4;ANTICORPI ANTI RECETTORE NICOTINICO MUSCOLARE;L29;25,31;25,06
918;90.53.5;ANTICORPI ANTI RECETTORI DEL TSH;L29;25,31;25,06
919;90.54.1;ANTICORPI ANTI SPERMATOZOI (ADESI) (ASA);L29;8,62;7,76
920;90.54.2;ANTICORPI ANTI SPERMATOZOI (LIBERI) (ASA);L29;8,62;8,53
921;90.54.3;ANTICORPI ANTI SURRENE;L29;7,44;6,70
922;90.54.4;ANTICORPI ANTI TIREOGLOBULINA (AbTg);L29;12,70;12,57
923;90.54.5;ANTICORPI EMOLITICI ANTI ERITROCITARI;L49;6,97;6,97
924;90.55.1;ANTIGENE CARBOIDRATICO 125 (CA 125);L21;18,54;12,98
925;90.55.2;ANTIGENE CARBOIDRATICO 15.3 (CA 15.3);L21;18,08;12,66
926;90.55.3;ANTIGENE CARBOIDRATICO 19.9 (CA 19.9);L21;16,42;11,49
927;90.55.4;ANTIGENE CARBOIDRATICO 195 (CA 195);L29;15,49;13,94
928;90.55.5;ANTIGENE CARBOIDRATICO 50 (CA 50);L29;15,49;14,47
929;90.56.1;ANTIGENE CARBOIDRATICO 72-4 (CA 72-4);L29;18,44;21,57
930;90.56.2;ANTIGENE CARBOIDRATICO MUCINOSO (MCA);L29;12,09;10,88
931;90.56.3;ANTIGENE CARCINO EMBRIONARIO (CEA);L21;10,59;7,41
932;90.56.4;ANTIGENE POLIPEPTIDICO TISSUTALE (TPA);L29;18,44;16,60
933;90.56.5;ANTIGENE PROSTATICO SPECIFICO (PSA);L21;10,59;7,41
934;90.57.1;ANTIGENE TA 4 (SCC);L29;22,05;19,85
935;90.57.2;ANTIGENI ERITROCITARI CD55/CD59;L39;17,09;17,09
936;90.57.3;ANTIGENI HLA (Ciascuno) ;L49;17,40;17,40
937;90.57.4;ANTIGENI PIASTRINICI;L49;42,14;42,14
938;90.57.5;ANTITROMBINA III FUNZIONALE;L31;2,79;5,02
939;90.58.1;ATTIVATORE TISSUTALE DEL PLASMINOGENO (tPA);L39;18,44;18,44
940;90.58.2;AUTOANTICORPI ANTI ERITROCITI [Test di Coombs diretto];L41;6,87;6,87
941;90.58.3;BETA TROMBOGLOBULINA;L29;9,14;8,23
942;90.58.4;CARBOSSIEMOGLOBINA [(Sg)Hb/(Sg)Er];L29;4,03;3,99
943;90.58.5;CITOTOSSICITA' CON ANTIGENI SPECIFICI;L39;24,43;24,43
944;90.59.1;CITOTOSSICITA' CTL;L39;22,36;22,36
945;90.59.2;CITOTOSSICITA' LAK;L39;22,36;22,36
946;90.59.3;CITOTOSSICITA' SPONTANEA NK ;L39;19,42;19,42
947;90.59.4;COLTURA MISTA LINFOCITARIA UNIDIREZIONALE;L49;93,89;93,89
948;90.60.1;COMPLEMENTO (C1 Inibitore);L29;6,20;7,42
949;90.60.2;COMPLEMENTO: C1Q, C3, C3 ATT., C4 (Ciascuno);L29;6,61;5,30
950;90.60.3;CRIOCONSERVAZIONE CELLULE STAMINALI [PLACENTARI] PER TRAPIANTO;L49;361,52;361,52
951;90.60.4;CRIOCONSERVAZIONE SIERO PRE-TRAPIANTO;L29;2,43;2,19
952;90.60.5;CRIOCONSERVAZIONE SOSPENSIONI LINFOCITARIE ;L49;32,90;32,90
953;90.61.1;CRIOGLOBULINE RICERCA ;L29;1,76;1,74
954;90.61.2;CRIOGLOBULINE TIPIZZAZIONE ;L29;11,67;12,60
955;90.61.3;CYFRA 21-1;L29;21,17;19,05
956;90.61.4;D-DIMERO (EIA);L21;8,52;10,30
957;90.61.5;D-DIMERO (Test al latice);L21;7,13;4,99
958;90.62.1;EMAZIE (Conteggio), EMOGLOBINA;L31;0,98;0,88
959;90.62.2;EMOCROMO:  Hb, GR, GB, HCT, PLT, IND. DERIV., F. L.;L31;3,20;3,17
960;90.62.3;EMOLISINA BIFASICA;L49;12,09;12,09
961;90.62.4;ENZIMI ERITROCITARI;L29;15,49;15,34
962;90.62.5;EOSINOFILI (Conteggio)[Alb];L31;2,48;2,23
963;90.63.1;EPARINA (Mediante dosaggio inibitore fattore X attivato) ;L29;11,05;10,94
964;90.63.2;ERITROCITI: ANTIGENI NON ABO E NON RH (Per ciascuno antigene);L49;6,71;6,71
965;90.63.3;ESAME DEL MIDOLLO OSSEO PER APPOSIZIONE E/O STRISCI0;L29;20,86;21,03
966;90.63.4;ESAME MICROSCOPICO DEL SANGUE PERIFERICO;L29;3,72;3,42
967;90.63.5;ESAME MICROSCOPICO DI STRISCIO O APPOSIZIONE DI CITOASPIRATO LINFOGHIANDOLARE;L39;18,80;18,80
968;90.64.1;FATTORE  vWF ANALISI MULTIMERICA ;L39;23,96;29,10
969;90.64.2;FATTORE REUMATOIDE;L21;4,75;4,73
970;90.64.3;FATTORI DELLA COAGULAZIONE (II, V, VII, VIII, IX, X, XI, XII, XIII) ( Ciascuno) ;L39;14,31;14,31
971;90.64.4;FENOTIPO Rh;L49;10,59;10,59
972;90.64.5;FIBRINA / FIBRINOGENO: PROD. DEGRADAZIONE (FDP/FSP) [S/U];L31;13,53;12,18
973;90.65.1;FIBRINOGENO FUNZIONALE;L31;2,63;2,67
974;90.65.2;GLICOPROTEINA RICCA IN ISTIDINA;L39;9,14;9,14
975;90.65.3;GRUPPO SANGUIGNO ABO e Rh (D);L41;7,75;7,75
976;90.65.4;GRUPPO SANGUIGNO ABO/Rh II controllo;L41;5,16;5,16
977;90.66.1;Hb - BIOSINTESI IN VITRO;L49;108,46;108,46
978;90.66.2;Hb - EMOGLOBINA [Sg/La];L31;1,76;2,09
979;90.66.3;Hb - EMOGLOBINA A2;L39;9,61;9,61
980;90.66.4;Hb - EMOGLOBINA FETALE (Dosaggio);L39;3,98;4,77
981;90.66.5;Hb - EMOGLOBINE ANOMALE (HbS, HbD, HbH, ecc.);L39;14,36;14,36
982;90.67.1;Hb - ISOELETTROFOCALIZZAZIONE;L39;13,89;16,65
983;90.67.2;Hb - RICERCA MUTAZIONI DELLE CATENE GLOBINICHE (Cromatografia);L39;12,86;12,86
984;90.67.3;Hb - TEST DI STABILITA' [(Sg)Er];L39;1,76;1,76
985;90.67.4;IDENTIFICAZIONE DI SPECIFICITA' ANTI HLA CONTRO PANNELLO LINFOCITARIO;L49;86,92;86,92
986;90.67.5;IgA SECRETORIE [Sa/Alb];L29;7,33;6,60
987;90.68.1;IgE SPECIFICHE ALLERGOLOGICHE: QUANTITATIVO;L21;101,69;71,18
988;90.68.2;IgE SPECIFICHE ALLERGOLOGICHE: SCREENING MULTIALLERGENICO QUALITATIVO;L21;12,03;9,92
989;90.68.3;IgE TOTALI;L21;11,10;7,77
990;90.68.4;IgG SOTTOCLASSE 1, 2, 3, 4 (ciascuna);L29;15,49;11,30
991;90.68.5;IgG SPECIFICHE ALLERGOLOGICHE;L29;16,37;14,73
992;90.69.1;IMMUNOCOMPLESSI CIRCOLANTI;L21;7,85;5,50
993;90.69.2;IMMUNOFISSAZIONE;L21;29,70;20,88
994;90.69.3;IMMUNOGLOBULINE DI SUPERFICIE LINFOCITARIE;L39;16,37;16,37
995;90.69.4;IMMUNOGLOBULINE IgA, IgG o IgM (Ciascuna);L21;5,84;4,99
996;90.69.5;INIBITORE ATTIVATORE DEL PLASMINOGENO (PAI I);L39;9,61;9,61
997;90.70.1;INTERFERONE;L29;22,88;20,59
998;90.70.2;INTERLEUCHINA 2;L29;19,63;17,67
999;90.70.3;INTRADERMOREAZIONI CON PPD, CANDIDA, STREPTOCHINASI E MUMPS (Per test);L51;5,53;6,77
1.000;90.70.4;LEUCOCITI (Conteggio e formula leucocitaria microscopica) [(Sg)];L31;4,34;3,91
1.001;90.70.5;LEUCOCITI (Conteggio) [(Sg)];L31;0,98;3,10
1.002;90.71.1;METAEMOGLOBINA [(Sg)Er];L29;2,79;2,76
1.003;90.71.2;MONOMERI SOLUBILI DI FIBRINA (FS Test);L39;7,08;7,08
1.004;90.71.3;PIASTRINE (Conteggio) [(Sg)];L31;1,24;1,80
1.005;90.71.4;PINK TEST;L39;2,79;2,79
1.006;90.71.5;PLASMINOGENO;L39;11,67;13,98
1.007;90.72.1;PROTEINA C ANTICOAGULANTE  ANTIGENE [P];L39;9,09;9,09
1.008;90.72.2;PROTEINA C ANTICOAGULANTE FUNZIONALE [P];L39;9,09;9,09
1.009;90.72.3;PROTEINA C REATTIVA (Quantitativa);L21;4,75;3,87
1.010;90.72.4;PROTEINA S LIBERA [P];L39;9,81;11,88
1.011;90.72.5;PROTEINA S TOTALE [P];L39;9,81;9,81
1.012;90.73.1;PROTROMBINA FRAMMENTI 1, 2;L39;4,65;4,65
1.013;90.73.2;PROVA CROCIATA DI COMPATIBILITA' TRASFUSIONALE;L49;8,47;8,47
1.014;90.73.3;PROVA CROCIATA PIASTRINICA;L49;6,04;6,04
1.015;90.73.4;PROVA DI COMPATIBILITA' MOLECOLARE PRE-TRAPIANTO (Reazione polimerasica a catena- Fingerprint);L49;117,91;117,91
1.016;90.73.5;PROVA DI COMPATIBILITA' SIEROLOGICA PRE-TRAPIANTO  CITOMETRICA ;L49;53,61;53,61
1.017;90.74.1;PROVA DI COMPATIBILITA' SIEROLOGICA PRE-TRAPIANTO (Con 3 sieri ricevente);L49;51,18;51,18
1.018;90.74.2;REAZIONE DI WAALER ROSE;L21;3,05;2,14
1.019;90.74.3;RESISTENZA OSMOTICA ERITROCITARIA (Test di Simmel);L31;4,18;7,82
1.020;90.74.4;RESISTENZE OSMOTICO GLOBULARI (Curva);L31;8,52;7,67
1.021;90.74.5;RETICOLOCITI (Conteggio) [(Sg)];L31;5,47;3,50
1.022;90.75.1;SOSTANZA AMILOIDE RICERCA;L29;3,41;3,07
1.023;90.75.2;TEMPO DI EMORRAGIA SEC. MIELKE;L31;1,60;1,44
1.024;90.75.3;TEMPO DI LISI EUGLOBULINICA;L31;1,76;1,58
1.025;90.75.4;TEMPO DI PROTROMBINA (PT);L31;2,58;2,85
1.026;90.75.5;TEMPO DI TROMBINA (TT);L31;2,79;3,26
1.027;90.76.1;TEMPO DI TROMBOPLASTINA PARZIALE (PTT);L31;2,53;2,85
1.028;90.76.2;TEST DI AGGREGAZIONE PIASTRINICA Secondo Born;L39;3,98;4,84
1.029;90.76.3;TEST DI EMOLISI AL SACCAROSIO;L39;2,79;2,79
1.030;90.76.4;TEST DI FALCIZZAZIONE ;L39;2,79;2,79
1.031;90.76.5;TEST DI HAM;L39;4,80;4,80
1.032;90.77.1;TEST DI KLEIHAUER (Ricerca emazie fetali);L39;2,69;3,25
1.033;90.77.2;TEST DI RESISTENZA ALLA PROTEINA C ATTIVATA;L39;9,04;9,04
1.034;90.77.3;TEST DI STIMOLAZIONE LINFOCITARIA (Per mitogeno) ;L39;36,41;44,20
1.035;90.77.4;TEST DI STIMOLAZIONE LINFOCITARIA CON ANTIGENI SPECIFICI;L39;36,41;36,41
1.036;90.77.5;TEST FUNZIONALI PRE-TRAPIANTO (HTLp, CTLp);L49;477,21;477,21
1.037;90.78.1;TINE TEST (Reazione cutanea alla turbecolina);L59;3,46;4,18
1.038;90.78.2;TIPIZZAZIONE GENOMICA HLA-A;L70;101,48;101,48
1.039;90.78.3;TIPIZZAZIONE GENOMICA HLA-A MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.040;90.78.4;TIPIZZAZIONE GENOMICA HLA-B;L70;101,48;101,48
1.041;90.78.5;TIPIZZAZIONE GENOMICA HLA-B MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.042;90.79.1;TIPIZZAZIONE GENOMICA HLA-C;L70;101,48;101,48
1.043;90.79.2;TIPIZZAZIONE GENOMICA HLA-C MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.044;90.79.3;TIPIZZAZIONE GENOMICA HLA-DP MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.045;90.79.4;TIPIZZAZIONE GENOMICA HLA-DPA1 AD ALTA RISOLUZIONE ;L70;155,30;155,30
1.046;90.79.5;TIPIZZAZIONE GENOMICA HLA-DPB1 AD ALTA RISOLUZIONE  ;L70;188,71;188,71
1.047;90.80.1;TIPIZZAZIONE GENOMICA HLA-DQ MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.048;90.80.2;TIPIZZAZIONE GENOMICA HLA-DQA1 AD ALTA RISOLUZIONE ;L70;178,38;178,38
1.049;90.80.3;TIPIZZAZIONE GENOMICA HLA-DQB1 A BASSA RISOLUZIONE;L70;109,13;109,13
1.050;90.80.4;TIPIZZAZIONE GENOMICA HLA-DQB1 AD ALTA RISOLUZIONE ;L70;178,38;178,38
1.051;90.80.5;TIPIZZAZIONE GENOMICA HLA-DR MEDIANTE SEQUENZIAMENTO DIRETTO;L70;54,12;54,12
1.052;90.81.1;TIPIZZAZIONE GENOMICA HLA-DRB (DRB1 e DRB3,DRB4,DRB5) A BASSA RISOLUZIONE ;L70;213,35;213,35
1.053;90.81.2;TIPIZZAZIONE GENOMICA HLA-DRB (DRB1 e DRB3,DRB4,DRB5) AD ALTA RISOLUZIONE ;L70;311,58;311,58
1.054;90.81.3;TIPIZZAZIONE SIEROLOGICA HLA CLASSE I (Fenot. compl. loci A, B, C, o loci A, B);L70;149,26;149,26
1.055;90.81.4;TIPIZZAZIONE SIEROLOGICA HLA CLASSE II (Fenot. compl. loci DR, DQ o locus DP);L70;158,66;158,66
1.056;90.81.5;TIPIZZAZIONE SOTTOPOPOLAZIONI DI CELLULE DEL SANGUE (Per ciascun anticorpo);L39;17,09;17,09
1.057;90.82.1;TROMBINA - ANTITROMBINA III COMPLESSO (TAT);L39;2,79;2,79
1.058;90.82.2;TROMBOSSANO B2 ;L29;5,63;5,07
1.059;90.82.3;TROPONINA I;L21;16,37;11,46
1.060;90.82.4;VALORE EMATOCRITO;L31;0,77;0,69
1.061;90.82.5;VELOCITA' DI SEDIMENTAZIONE DELLE EMAZIE (VES);L31;1,81;1,95
1.062;90.83.1;VISCOSITA' EMATICA;L31;26,34;23,71
1.063;90.83.2;VISCOSITA' PLASMATICA;L31;6,20;5,58
1.064;90.83.3;ACTINOMICETI IN MATERIALI BIOLOGICI ESAME COLTURALE ;L59;8,57;8,57
1.065;90.83.4;BATTERI ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE NAS;L59;59,91;59,91
1.066;90.83.5;BATTERI ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE DIRETTA NAS;L59;34,09;34,09
1.067;90.84.1;BATTERI ANAEROBI ANTIBIOGRAMMA DA COLTURA (M.I.C.almeno 10 antibiotici);L59;12,19;15,84
1.068;90.84.2;BATTERI ANAEROBI DA COLTURA IDENTIFICAZIONE BIOCHIMICA ;L59;8,16;9,90
1.069;90.84.3;BATTERI ANAEROBI IN MATERIALI BIOLOGICI ESAME COLTURALE;L59;11,41;13,86
1.070;90.84.4;BATTERI ANTIBIOGRAMMA DA COLTURA (attività associazioni antibiotiche);L59;6,35;6,35
1.071;90.84.5;BATTERI ANTIBIOGRAMMA DA COLTURA (attività battericida C.M.B.);L59;6,35;6,35
1.072;90.85.1;BATTERI ANTIBIOGRAMMA DA COLTURA (Kirby Bauer, almeno 10 antibiotici);L51;6,35;7,71
1.073;90.85.2;BATTERI ANTIBIOGRAMMA DA COLTURA (M.I.C., almeno 10 antibiotici);L59;12,19;12,19
1.074;90.85.3;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA ;L59;5,84;7,10
1.075;90.85.4;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA ;L51;1,29;1,60
1.076;90.85.5;BATTERI ANTIGENI CELLULARI ED EXTRACELLULARI IDENTIFICAZIONE DIRETTA ;L59;2,27;2,27
1.077;90.86.1;BATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA Nas;L51;12,19;12,19
1.078;90.86.2;BATTERI DA COLTURA IDENTIFICAZIONE SIEROLOGICA Nas;L51;6,82;7,55
1.079;90.86.3;BATTERI DETERMINAZIONE CARICA MICROBICA IN LIQUIDI BIOLOGICI DIVERSI ;L51;3,82;4,62
1.080;90.86.4;BATTERI IN CAMPIONI BIOLOGICI DIVERSI  RICERCA MICROSCOPICA ;L51;1,86;2,31
1.081;90.86.5;BATTERI IN CAMPIONI BIOLOGICI DIVERSI  RICERCA MICROSCOPICA ;L59;2,43;2,43
1.082;90.87.1;BATTERI POTERE ANTIBATTERICO RESIDUO IN MATERIALI BIOLOGICI DIVERSI;L51;4,65;4,65
1.083;90.87.2;BATTERI POTERE BATTERICIDA DEL SIERO  SULL'ISOLATO CLINICO ;L59;6,35;6,35
1.084;90.87.3;BATTERI PRODOTTI METABOLICI IN MATERIALI BIOLOGICI DIVERSI IDENTIFICAZIONE;L59;2,27;2,27
1.085;90.87.4;BORDETELLA ANTICORPI (E.I.A.);L59;9,09;11,06
1.086;90.87.5;BORRELIA BURGDORFERI ANTICORPI (E.I.A.) ;L59;7,49;9,08
1.087;90.88.1;BORRELIA BURGDORFERI ANTICORPI (I.F.);L59;12,60;12,60
1.088;90.88.2;BRUCELLE ANTICORPI (Titolazione mediante agglutinazione) [WRIGHT];L51;3,31;3,31
1.089;90.88.3;CAMPYLOBACTER ANTIBIOGRAMMA;L59;7,64;9,24
1.090;90.88.4;CAMPYLOBACTER DA COLTURA IDENTIFICAZIONE BIOCHIMICA ;L59;6,20;6,81
1.091;90.88.5;CAMPYLOBACTER ESAME COLTURALE ;L59;4,85;5,89
1.092;90.89.1;CHLAMYDIE ANTICORPI (E.I.A.);L59;11,57;11,57
1.093;90.89.2;CHLAMYDIE ANTICORPI (Titolazione mediante  F.C.);L59;5,22;6,27
1.094;90.89.3;CHLAMYDIE DA COLTURA IDENTIFICAZIONE  MICROSCOPICA (Col. Iodio, Giemsa);L59;3,41;3,41
1.095;90.89.4;CHLAMYDIE DA COLTURA IDENTIFICAZIONE (I.F.);L59;3,62;3,62
1.096;90.89.5;CHLAMYDIE ESAME COLTURALE ;L59;25,20;25,20
1.097;90.90.1;CHLAMYDIE RICERCA DIRETTA (E.I.A.);L59;7,75;9,41
1.098;90.90.2;CHLAMYDIE RICERCA DIRETTA (I.F.);L59;14,00;14,00
1.099;90.90.3;CHLAMYDIE RICERCA DIRETTA (mediante ibridazione);L59;26,70;15,09
1.100;90.90.4;CLOSTRIDIUM DIFFICILE DA COLTURA IDENTIFICAZIONE BIOCHIMICA ;L59;11,36;11,36
1.101;90.90.5;CLOSTRIDIUM DIFFICILE ESAME COLTURALE;L59;11,41;11,90
1.102;90.91.1;CLOSTRIDIUM DIFFICILE TOSSINA NELLE FECI RICERCA DIRETTA (E.I.A.)  ;L59;5,84;6,45
1.103;90.91.2;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (E.I.A.);L59;3,41;3,41
1.104;90.91.3;CRYPTOSPORIDIUM ANTIGENI NELLE FECI RICERCA DIRETTA (I.F.);L59;5,16;6,22
1.105;90.91.4;E. COLI ENTEROPATOGENI NELLE FECI ESAME COLTURALE ;L59;2,07;2,53
1.106;90.91.5;E. COLI PATOGENI DA COLTURA IDENTIFICAZIONE BIOCHIMICA;L59;8,16;8,16
1.107;90.92.1;E. COLI PATOGENI DA COLTURA IDENTIFICAZIONE SIEROLOGICA ;L59;6,20;6,20
1.108;90.92.2;ECHINOCOCCO [IDATIDOSI] ANTICORPI (E.I.A.);L59;7,75;7,75
1.109;90.92.3;ECHINOCOCCO [IDATIDOSI] ANTICORPI (Titolazione mediante I.H.A.);L59;8,06;9,79
1.110;90.92.4;ENTAMOEBA HISTOLYTICA ANTICORPI (E.I.A.);L59;15,96;15,96
1.111;90.92.5;ENTAMOEBA HISTOLYTICA ANTICORPI (Titolazione mediante emoagglutinazione passiva) ;L59;6,20;7,48
1.112;90.93.1;ENTAMOEBA HISTOLYTICA NELLE FECI  ESAME COLTURALE (Coltura xenica);L59;7,64;7,64
1.113;90.93.2;ENTEROBIUS VERMICULARIS [OSSIURI]  RICERCA  MICROSCOPICA ;L51;3,05;3,69
1.114;90.93.3;ESAME COLTURALE CAMPIONI  BIOLOGICI DIVERSI;L59;6,66;7,46
1.115;90.93.4;ESAME COLTURALE CAMPIONI APPARATO GENITOURINARIO   ;L51;6,20;7,48
1.116;90.93.5;ESAME COLTURALE CAMPIONI CAVITA' ORO-FARINGO-NASALE       ;L51;6,20;7,48
1.117;90.94.1;ESAME COLTURALE DEL SANGUE [EMOCOLTURA]       ;L59;26,44;26,44
1.118;90.94.2;ESAME COLTURALE DELL' URINA [URINOCOLTURA];L51;8,31;8,31
1.119;90.94.3;ESAME COLTURALE DELLE FECI  [COPROCOLTURA];L51;9,40;12,01
1.120;90.94.4;HELICOBACTER PYLORI ANTICORPI (E.I.A.);L59;8,16;9,14
1.121;90.94.5;HELICOBACTER PYLORI IN MATERIALI BIOLOGICI ESAME COLTURALE ;L59;4,44;5,45
1.122;90.95.1;HELICOBACTER PYLORI UREASI NEL MATERIALE BIOPTICO (Saggio mediante prova biochimica);L29;6,20;5,58
1.123;90.95.2;LEGIONELLE ANTICORPI (E.I.A.);L59;6,51;7,92
1.124;90.95.3;LEGIONELLE ANTICORPI (Titolazione mediante I.F.) ;L59;18,44;18,44
1.125;90.95.4;LEGIONELLE IN MATERIALI BIOLOGICI  ESAME COLTURALE;L59;7,64;9,14
1.126;90.95.5;LEGIONELLE IN MATERIALI BIOLOGICI  RICERCA DIRETTA (I.F.);L59;13,94;13,94
1.127;90.96.1;LEISHMANIA ANTICORPI (Titolazione mediante I.F.);L59;10,59;12,70
1.128;90.96.2;LEISHMANIA SPP. NEL MATERIALE BIOPTICO RICERCA MICROSCOPICA (Giemsa);L59;3,98;3,98
1.129;90.96.3;LEPTOSPIRE ANTICORPI (E.I.A.);L59;13,94;13,94
1.130;90.96.4;LEPTOSPIRE ANTICORPI (Titolazione mediante F.C.);L59;7,85;7,85
1.131;90.96.5;LEPTOSPIRE ANTICORPI (Titolazione mediante microagglutinazione e lisi);L59;9,55;11,61
1.132;90.97.1;LISTERIA MONOCYTOGENES ANTICORPI (Titolazione mediante agglutinazione);L59;3,72;4,46
1.133;90.97.2;MICETI  ANTICORPI (D.I.D.);L59;11,31;14,54
1.134;90.97.3;MICETI [LIEVITI] ANTIMICOGRAMMA DA COLTURA (M.I.C., fino a 5 antimicotici);L59;10,54;10,54
1.135;90.97.4;MICETI [LIEVITI] IDENTIFICAZIONE BIOCHIMICA;L51;11,36;11,36
1.136;90.97.5;MICETI ANTICORPI (Titolazione mediante agglutinazione);L59;5,94;6,66
1.137;90.98.1;MICETI ANTICORPI (Titolazione mediante F.C.);L59;5,32;5,32
1.138;90.98.2;MICETI DA COLTURA IDENTIFICAZIONE MICROSCOPICA (Osservazione morfologica);L59;2,74;3,30
1.139;90.98.3;MICETI DA COLTURA IDENTIFICAZIONE SIEROLOGICA;L59;6,20;6,20
1.140;90.98.4;MICETI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE;L59;3,31;4,02
1.141;90.98.5;MICETI IN CAMPIONI BIOLOGICI DIVERSI RICERCA MICROSCOPICA;L59;2,74;3,30
1.142;91.01.1;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met. radiometrico, almeno 3 antibiotici);L59;56,81;56,81
1.143;91.01.2;MICOBATTERI ANTIBIOGRAMMA DA COLTURA (Met. tradizionale, almeno 3 antibiotici);L59;10,79;10,79
1.144;91.01.3;MICOBATTERI ANTICORPI (E.I.A.);L59;10,79;10,79
1.145;91.01.4;MICOBATTERI DA COLTURA IDENTIFICAZIONE (Saggio inibizione NAP met. radiometrico );L59;15,49;18,59
1.146;91.01.5;MICOBATTERI DA COLTURA IDENTIFICAZIONE BIOCHIMICA ;L59;8,16;24,48
1.147;91.02.1;MICOBATTERI DA COLTURA IDENTIFICAZIONE MEDIANTE IBRIDAZIONE  (Previa reazione polimerasica a catena);L59;37,49;37,49
1.148;91.02.2;MICOBATTERI IN CAMPIONI BIOLOGICI DIVERSI ESAME COLTURALE (Met. radiometrico);L59;16,01;16,01
1.149;91.02.3;MICOBATTERI IN CAMPIONI BIOLOGICI ESAME COLTURALE (Met. tradizionale);L59;8,62;10,40
1.150;91.02.4;MICOBATTERI IN CAMPIONI BIOLOGICI RICERCA MICROSCOPICA (Ziehl-Neelsen, Kinyiun);L59;3,56;4,29
1.151;91.02.5;MICOPLASMA PNEUMONIAE ANTICORPI (E.I.A.);L59;11,21;12,31
1.152;91.03.1;MICOPLASMA PNEUMONIAE ANTICORPI (Titolazione mediante I.F.)  ;L59;7,08;7,08
1.153;91.03.2;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE BIOCHIMICA;L59;8,16;8,16
1.154;91.03.3;MICOPLASMA PNEUMONIAE DA COLTURA IDENTIFICAZIONE SIEROLOGICA;L59;6,20;6,20
1.155;91.03.4;MICOPLASMA PNEUMONIAE IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE ;L59;7,75;9,41
1.156;91.03.5;NEISSERIA GONORRHOEAE  ESAME COLTURALE ;L59;3,15;3,85
1.157;91.04.1;NEISSERIA MENINGITIDIS ESAME COLTURALE;L59;3,15;3,85
1.158;91.04.2;NEISSERIAE IDENTIFICAZIONE BIOCHIMICA;L59;11,36;11,36
1.159;91.04.3;NEISSERIAE IDENTIFICAZIONE SIEROLOGICA;L59;6,20;6,20
1.160;91.04.4;PARASSITI [ELMINTI, PROTOZOI] NEL SANGUE ESAME MICROSCOPICO (Giemsa);L59;3,56;4,29
1.161;91.04.5;PARASSITI IN MATERIALI BIOLOGICI RICERCA  MACRO E MICROSCOPICA ;L51;3,56;4,29
1.162;91.05.1;PARASSITI INTESTINALI [ELMINTI, PROTOZOI]  RICERCA MACRO E MICROSCOPICA;L51;2,74;23,95
1.163;91.05.2;PARASSITI INTESTINALI [ELMINTI, PROTOZOI] RICERCA MICROSCOPICA (Col. tricromica);L59;4,70;5,72
1.164;91.05.3;PARASSITI INTESTINALI [PROTOZOI] ESAME COLTURALE (Coltura xenica);L59;7,64;9,24
1.165;91.05.4;PARASSITI INTESTINALI RICERCA MICROSCOPICA  (Previa concentraz. o arricchim.);L51;4,70;5,72
1.166;91.05.5;PLASMODI DELLA MALARIA NEL SANGUE RICERCA  MICROSCOPICA (Giemsa);L59;3,56;4,29
1.167;91.06.1;PLASMODIO FALCIPARUM ANTICORPI (Titolazione mediante I.F.);L59;7,85;9,52
1.168;91.06.2;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO ESAME MICROSCOPICO ;L59;3,98;3,98
1.169;91.06.3;PNEUMOCISTIS CARINII NEL BRONCOLAVAGGIO RICERCA DIRETTA (I.F.);L59;7,23;8,80
1.170;91.06.4;PROTOZOI IN MATERIALI BIOLOGICI DIVERSI ESAME COLTURALE;L59;7,64;7,64
1.171;91.06.5;RICKETTSIE ANTICORPI (Titolazione mediante I.F.)  ;L59;4,96;4,96
1.172;91.07.1;RICKETTSIE ANTICORPI [ANTI PROTEUS SPP.] (Titolazione mediante agglutin.) [WEIL-FELIX];L51;8,21;9,96
1.173;91.07.2;SALMONELLE ANTICORPI (E.I.A.);L51;6,61;6,61
